idx,timestamp,type,asset,qty,fee,asset_b,qty_b,fee_b,address,balanceB,plus,diversi
667,1515519230,Bought,OMG,3.0318596,0.0,BTC,0.00498749,1.246e-05,nan,0.05236295999999949,0,0
668,1515524243,Sold,VRC,15.0,0.0,BTC,0.001875,4.68e-06,nan,0.05423327999999949,0,0
669,1515527029,Sold,OMG,1.0318596,0.0,BTC,0.00175416,4.38e-06,nan,0.05598305999999949,0,0
670,1515551661,Sold,VRC,15.0,0.0,BTC,0.00225,5.62e-06,nan,0.058227439999999485,0,0
671,1515558447,Sold,BCH,0.02234035,0.0,BTC,0.00379785,9.49e-06,nan,0.06201579999999948,0,0
672,1515570210,Bought,BTC,0.00070049,0.0,USDT,9.9749776,0.02493744,nan,0.06271628999999948,0,0
673,1515570517,Bought,BTC,0.00082676,0.0,USDT,11.73366876,0.02933416,nan,0.06354304999999948,0,0
674,1515570768,Bought,BTC,0.00070644,0.0,USDT,9.9749328,0.02493733,nan,0.06424948999999948,0,0
675,1515571162,Bought,BTC,0.00070639,0.0,USDT,9.97493319,0.02493733,nan,0.06495587999999948,0,0
676,1515572297,Bought,DASH,0.00957197,0.0,BTC,0.00073704,1.84e-06,nan,0.06421699999999948,0,0
677,1515572298,Sold,DASH,0.00957197,0.0,USDT,10.04253098,0.02510632,nan,0.06421699999999948,8.313525949101834,0
678,1515572300,Bought,BTC,0.00073889,0.0,USDT,9.975015,0.02493753,nan,0.06495588999999949,0,0
679,1515572303,Bought,BTC,0.00073889,0.0,USDT,9.975015,0.02493753,nan,0.0656947799999995,0,0
680,1515572303,Bought,XMR,0.02677989,0.0,BTC,0.00073708,1.84e-06,nan,0.06495585999999949,0,0
681,1515572607,Bought,ETH,0.02347059,0.0,USDT,29.92500224,0.0748125,nan,0.06495585999999949,0,0
682,1515573662,Bought,ETH,0.0155133,0.0,USDT,20.02994526,0.05007486,nan,0.06495585999999949,0,0
683,1515573936,Bought,NEO,0.22454716,0.0,ETH,0.01994999,4.987e-05,nan,0.06495585999999949,0,0
685,1515573975,Bought,XMR,0.08099011,0.0,BTC,0.00219809,5.49e-06,nan,0.0627522799999995,0,0
684,1515573975,Bought,BTC,0.00220361,0.0,USDT,29.92504583,0.07481261,nan,0.06495588999999949,0,0
686,1515573976,Sold,XMR,0.08099011,0.0,USDT,29.97444011,0.07493609,nan,0.06495588999999949,24.896077154139665,0
687,1515574157,Bought,ETH,0.01041778,0.0,BTC,0.00099749,2.49e-06,nan,0.06395590999999949,0,0
688,1515574365,Bought,DASH,0.02908419,0.0,BTC,0.00222373,5.55e-06,nan,0.06172662999999949,0,0
689,1515574365,Bought,BTC,0.00222177,0.0,USDT,29.92499813,0.07481249,nan,0.06394839999999949,0,0
690,1515574366,Sold,DASH,0.02908419,0.0,USDT,29.95672541,0.0748918,nan,0.06394839999999949,24.881363736471904,0
691,1515575705,Bought,XMR,0.08084343,0.0,ETH,0.02303264,5.758e-05,nan,0.06394839999999949,0,0
693,1515575706,Bought,ETH,0.02301923,0.0,USDT,29.92499899,0.07481249,nan,0.06394839999999949,0,0
692,1515575706,Sold,XMR,0.08084343,0.0,USDT,29.85865664,0.07464663,nan,0.06394839999999949,24.799910081205024,0
694,1515575722,Sold,XRP,16.55432875,0.0,USDT,29.64880295,0.074122,nan,0.06394839999999949,24.625610453195225,0
695,1515575722,Bought,XRP,16.55432875,0.0,BTC,0.00218732,5.46e-06,nan,0.06175561999999949,0,0
696,1515575723,Bought,BTC,0.00220061,0.0,USDT,29.9412994,0.07485324,nan,0.06395622999999949,0,0
697,1515576510,Sold,INCNT,46.73913043,0.0,BTC,0.0028510799999999,7.12e-06,nan,0.06680018999999938,0,0
698,1515578526,Sold,SLR,44.11374491,0.0,BTC,0.00529364,1.323e-05,nan,0.07208059999999938,0,0
699,1515588614,Sold,INCNT,40.0,0.0,BTC,0.0028,7e-06,nan,0.07487359999999939,0,0
700,1515596299,Sold,BCH,0.01,0.0,BTC,0.0019,4.75e-06,nan,0.07676884999999939,0,0
701,1515599976,Bought,XDN,1151.84757506,0.0,BTC,0.00498749,1.246e-05,nan,0.07176889999999939,0,0
702,1515601477,Bought,BTC,0.00322984,0.0,USDT,46.83268,0.1170817,nan,0.07499873999999938,0,0
703,1515604649,Sold,BTC,0.01383799,0.0,USDT,200.5000209,0.50125005,nan,0.06116074999999938,166.43471420903495,0
704,1515624378,Sold,BCH,0.01,0.0,BTC,0.0020499999999999,5.12e-06,nan,0.06320562999999928,0,0
705,1515628993,Sold,XDN,651.84757506,0.0,BTC,0.00306368,7.65e-06,nan,0.06626165999999928,0,0
706,1515664905,Bought,VRC,24.9375,0.0,BTC,0.0049875,1.246e-05,nan,0.06126169999999928,0,0
707,1515666300,Sold,VRC,9.9375,0.0,BTC,0.00218625,5.46e-06,nan,0.06344248999999928,0,0
708,1515666549,Bought,BTC,0.00746911,0.0,USDT,99.7873096,0.24946827,nan,0.07091159999999928,0,0
709,1515666818,Bought,BTC,0.00741534,0.0,USDT,99.87390792,0.24968476,nan,0.07832693999999929,0,0
710,1515670738,Bought,DOGE,5799.41860465,0.0,BTC,0.00498749,1.246e-05,nan,0.07332698999999929,0,0
711,1515671129,Bought,BAY,336.31153068,0.0,BTC,0.00498077,1.245e-05,nan,0.0683337699999993,0,0
712,1515683568,Sold,BTC,0.00712518,0.0,USDT,101.82594737,0.25456486,nan,0.06120858999999929,83.73447416051293,0
713,1515683969,Sold,BTC,0.0070823,0.0,USDT,100.2499565,0.25062489,nan,0.05412628999999929,82.43849046695534,0
714,1515685709,Bought,XRP,10.0,0.0,BTC,0.00152,3.8e-06,nan,0.052602489999999294,0,0
715,1515685767,Bought,XRP,10.0,0.0,BTC,0.001535,3.83e-06,nan,0.051063659999999296,0,0
716,1515685862,Sold,XRP,20.0,0.0,BTC,0.00312,7.8e-06,nan,0.0541758599999993,0,0
717,1515686102,Bought,XRP,10.0,0.0,BTC,0.0015664,3.91e-06,nan,0.0526055499999993,0,0
718,1515686146,Sold,XRP,10.0,0.0,BTC,0.0015651,3.91e-06,nan,0.0541667399999993,0,0
719,1515688722,Sold,BTC,0.001,0.0,USDT,14.0990324,0.03524758,nan,0.053166739999999296,11.585978494269328,0
720,1515690297,Bought,BTC,0.01444815,0.0,USDT,199.5000552,0.49875013,nan,0.06761488999999929,0,0
721,1515711048,Sold,BTC,0.0038407,0.0,USDT,50.159542,0.12539885,nan,0.06377418999999929,-3.2233738299057606,0
722,1515711625,Bought,BTC,0.0038407,0.0,USDT,50.1441792,0.12536044,nan,0.06761488999999929,0,0
723,1515712399,Sold,BTC,0.00387264,0.0,USDT,50.12997983,0.12532494,nan,0.06374224999999929,-2.4142213290256294,0
724,1515716942,Bought,BTC,0.00387264,0.0,USDT,49.90671168,0.12476677,nan,0.06761488999999929,0,0
725,1515740751,Sold,BTC,0.01571336,0.0,USDT,216.02727328,0.54006818,nan,0.051901529999999294,177.7452277934156,0
726,1515767422,Sold,GUP,37.99418605,0.0,BTC,0.00349546,8.73e-06,nan,0.055388259999999294,0,0
727,1515771282,Bought,DTB,32.03069809,0.0,BTC,0.00496442,1.24e-05,nan,0.050411439999999294,0,0
728,1515771393,Bought,NXC,95.93190998,0.0,BTC,0.00487813,1.219e-05,nan,0.0455211199999993,0,0
7,1515841494,DEPOSIT,BTC,0.02824869,nan,nan,0.0,0.0,1EoJACEcyswn1DjsMBrf2fH3JHyUZif5jM,0.0737698099999993,0,0
729,1515855431,Bought,SIGNA,792.92527822,0.0,BTC,0.0049875,1.246e-05,nan,0.0687698499999993,0,0
730,1515866600,Bought,EMC2,79.38086901,0.0,BTC,0.00498749,1.246e-05,nan,0.0637698999999993,0,0
731,1515866621,Bought,OK,113.61047836,0.0,BTC,0.0049875,1.246e-05,nan,0.0587699399999993,0,0
732,1515920979,Bought,BTC,0.01483933,0.0,USDT,199.58898849,0.49897247,nan,0.0736092699999993,0,0
733,1515945598,Bought,EBST,57.99418605,0.0,BTC,0.0049875,1.246e-05,nan,0.0686093099999993,0,0
734,1515946219,Bought,ABY,1995.0,0.0,BTC,0.0049875,1.246e-05,nan,0.0636093499999993,0,0
735,1515947130,Sold,GOLOS,70.0,0.0,BTC,0.00245,6.12e-06,nan,0.0660532299999993,0,0
736,1515952709,Sold,BTC,0.01513704,0.0,USDT,202.85678416,0.50714196,nan,0.0509161899999993,-1.9573814518326742,0
737,1516016123,Bought,SYS,79.76171438,0.0,BTC,0.0049875,1.246e-05,nan,0.0459162299999993,0,0
738,1516016256,Bought,VIB,127.88461538,0.0,BTC,0.00498749,1.246e-05,nan,0.040916279999999305,0,0
739,1516037913,Bought,IOC,11.08284076,0.0,BTC,0.00498749,1.246e-05,nan,0.0359163299999993,0,0
740,1516038031,Bought,DGB,774.45652174,0.0,BTC,0.0049875,1.246e-05,nan,0.030916369999999305,0,0
741,1516088727,Bought,BTC,0.01556988,0.0,USDT,199.49998641,0.49874996,nan,0.046486249999999306,0,0
742,1516100666,Bought,DGB,370.12987013,0.0,BTC,0.00198759,4.96e-06,nan,0.0444936999999993,0,0
743,1516100751,Bought,ETC,0.71865994,0.0,BTC,0.00199499,4.98e-06,nan,0.042493729999999307,0,0
744,1516100767,Bought,SIGNA,444.32071269,0.0,BTC,0.00199499,4.98e-06,nan,0.04049375999999931,0,0
745,1516100922,Bought,ADA,37.04735376,0.0,BTC,0.00199499,4.98e-06,nan,0.03849378999999931,0,0
746,1516104902,Bought,ETC,1.75706525,0.0,BTC,0.00498749,1.246e-05,nan,0.03349383999999932,0,0
747,1516261331,Bought,NXC,117.35294118,0.0,BTC,0.0049875,1.246e-05,nan,0.02849387999999932,0,0
748,1516261356,Bought,GRC,475.0,0.0,BTC,0.0049875,1.246e-05,nan,0.02349391999999932,0,0
749,1516262044,Sold,EBST,57.99418605,0.0,BTC,0.00302845,7.57e-06,nan,0.02651479999999932,0,0
750,1516276486,Bought,OMG,3.0229288,0.0,BTC,0.00498749,1.246e-05,nan,0.021514849999999322,0,0
751,1516283661,Sold,OMG,3.0229288,0.0,BTC,0.00486407,1.216e-05,nan,0.026366759999999323,0,0
752,1516283694,Sold,DGB,1144.58639187,0.0,BTC,0.00654703,1.636e-05,nan,0.032897429999999325,0,0
753,1516283772,Bought,LTC,0.88774401,0.0,BTC,0.0149092399999999,3.727e-05,nan,0.017950919999999426,0,0
8,1516285213,WITHDRAWAL,LTC,-0.6,0.01,nan,0.0,0.0,Lbhesx1rfwrBXyKujczTMBeromHeq8aT3d,0.017950919999999426,0,0
9,1516286667,WITHDRAWAL,LTC,-0.26774401,0.01,nan,0.0,0.0,Lhumqf5KDM1Arqc5abdHacLAHwpmABG492,0.017950919999999426,0,0
10,1516298650,DEPOSIT,BCH,0.02814808,nan,nan,0.0,0.0,1FYaQHBx4mh5dJfUQJJVavKfG1L6CQAwac,0.017950919999999426,0,0
754,1516298893,Sold,SC,316.16481775,0.0,BTC,0.00150178,3.75e-06,nan,0.019448949999999427,0,0
755,1516298936,Sold,IOC,11.08284076,0.0,BTC,0.00479887,1.199e-05,nan,0.024235829999999427,0,0
756,1516298947,Sold,OK,113.61047836,0.0,BTC,0.00475005,1.187e-05,nan,0.028974009999999426,0,0
757,1516298957,Sold,GRC,475.0,0.0,BTC,0.004788,1.197e-05,nan,0.033750039999999426,0,0
758,1516298971,Sold,ABY,1995.0,0.0,BTC,0.00528675,1.321e-05,nan,0.039023579999999426,0,0
759,1516299036,Sold,BTC,0.016,0.0,USDT,180.160064,0.45040016,nan,0.023023579999999426,149.6991091757621,0
760,1516299249,Sold,NXC,113.28485116,0.0,BTC,0.00491996,1.229e-05,nan,0.027931249999999425,0,0
761,1516314550,Bought,BTC,0.01840236,0.0,USDT,199.1135352,0.49778383,nan,0.04633360999999943,0,0
762,1516317594,Sold,BTC,0.01864484,0.0,USDT,202.18615717,0.50546539,nan,0.02768876999999943,167.64498733814202,0
11,1516345177,DEPOSIT,BCH,0.02035,nan,nan,0.0,0.0,1FYaQHBx4mh5dJfUQJJVavKfG1L6CQAwac,0.02768876999999943,0,0
763,1516349107,Bought,BSD,38.79209769,0.0,BTC,0.0049875,1.246e-05,nan,0.022688809999999428,0,0
764,1516353302,Sold,ETC,4.65532163,0.0,BTC,0.01270902,3.177e-05,nan,0.03536605999999943,0,0
765,1516353322,Sold,BCH,0.04849808,0.0,BTC,0.0075521699999999,1.888e-05,nan,0.04289934999999933,0,0
766,1516361995,Bought,BTC,0.017469,0.0,USDT,200.02005,0.50005012,nan,0.06036834999999933,0,0
767,1516365253,Sold,BTC,0.017469,0.0,USDT,201.52255868,0.50380639,nan,0.04289934999999933,166.17892517892537,0
768,1516373659,Bought,BTC,0.01761,0.0,USDT,199.50369,0.49875922,nan,0.06050934999999933,0,0
769,1516377691,Bought,LTC,0.2,0.0,BTC,0.00333981,8.34e-06,nan,0.05716119999999933,0,0
770,1516377735,Bought,LTC,0.2,0.0,BTC,0.0033384,8.33e-06,nan,0.05381446999999933,0,0
12,1516378215,WITHDRAWAL,LTC,-0.19,0.01,nan,0.0,0.0,Lhumqf5KDM1Arqc5abdHacLAHwpmABG492,0.05381446999999933,0,0
771,1516483787,Sold,ADA,120.31112671,0.0,BTC,0.00664237,1.66e-05,nan,0.060440239999999326,0,0
772,1516483955,Sold,NXC,100.0,0.0,BTC,0.0039299999999999,9.82e-06,nan,0.06436041999999922,0,0
773,1516484160,Bought,LTC,1.20762712,0.0,BTC,0.01995,4.987e-05,nan,0.04436054999999922,0,0
774,1516484169,Bought,LTC,0.60381356,0.0,BTC,0.009975,2.493e-05,nan,0.034360619999999224,0,0
775,1516484228,Sold,WAVES,4.99749499,0.0,BTC,0.00372327,9.3e-06,nan,0.03807458999999922,0,0
776,1516500686,Sold,QTUM,0.25449675,0.0,BTC,0.00106888,2.67e-06,nan,0.03914079999999922,0,0
777,1516555352,Sold,BTC,0.013547,0.0,USDT,151.26322807000005,0.37815807,nan,0.02559379999999922,-2.9079157713976826,0
778,1516555377,Bought,BTC,0.013388,0.0,USDT,149.624288,0.37406072,nan,0.03898179999999922,0,0
779,1516556086,Sold,BTC,0.013359,0.0,USDT,151.26861015,0.37817152,nan,0.02562279999999922,124.97396304379335,0
780,1516558824,Bought,BTC,0.013293,0.0,USDT,149.626008,0.37406502,nan,0.03891579999999922,0,0
781,1516579246,Sold,BSD,18.79209769,0.0,BTC,0.00291277,7.28e-06,nan,0.04182128999999922,0,0
782,1516579278,Sold,BSD,10.0,0.0,BTC,0.00175,4.37e-06,nan,0.04356691999999922,0,0
783,1516616275,Sold,SYS,29.76171438,0.0,BTC,0.00205355,5.13e-06,nan,0.04561533999999922,0,0
784,1516719448,Bought,STRAX,4.34073107,0.0,BTC,0.00498315,1.245e-05,nan,0.04061973999999922,0,0
785,1516804928,Bought,WAVES,2.60287556,0.0,BTC,0.001995,4.98e-06,nan,0.03861975999999922,0,0
786,1517022459,Sold,WAVES,2.60287556,0.0,BTC,0.00216038,5.4e-06,nan,0.04077473999999922,0,0
787,1517067152,Sold,VIB,47.88461538,0.0,BTC,0.00203509,5.08e-06,nan,0.04280474999999922,0,0
788,1517107088,Sold,VIB,40.0,0.0,BTC,0.00196,4.9e-06,nan,0.04475984999999922,0,0
789,1517108111,Sold,VIB,40.0,0.0,BTC,0.0021999999999999,5.5e-06,nan,0.04695434999999912,0,0
790,1517164133,Sold,LTC,1.0,0.0,ETH,0.15435,0.00038587,nan,0.04695434999999912,0,0
791,1517175750,Bought,MORE,37.3259991,0.0,BTC,0.00498749,1.246e-05,nan,0.041954399999999115,0,0
792,1517175921,Bought,QRL,25.2148635,0.0,BTC,0.00498748,1.244e-05,nan,0.03695447999999912,0,0
793,1517214853,Bought,BTC,0.00150032,0.0,USDT,17.1336544,0.04283413,nan,0.038454799999999116,0,0
794,1517227881,Sold,BSD,10.0,0.0,BTC,0.0013469999999999,3.36e-06,nan,0.03979843999999902,0,0
795,1517227967,Sold,XDN,500.0,0.0,BTC,0.00161499,4.03e-06,nan,0.04140939999999902,0,0
796,1517228010,Sold,GUP,20.0,0.0,BTC,0.0009764,2.44e-06,nan,0.042383359999999023,0,0
797,1517228062,Sold,BAT,33.11752988,0.0,BTC,0.00180556,4.51e-06,nan,0.04418440999999902,0,0
798,1517228374,Bought,ZCL,0.38023872,0.0,BTC,0.0049875,1.246e-05,nan,0.039184449999999024,0,0
799,1517380228,Sold,STRAX,4.34073107,0.0,BTC,0.00542591,1.356e-05,nan,0.04459679999999902,0,0
800,1517474436,Sold,BTC,0.010179,0.0,USDT,100.7721,0.25193025,nan,0.03441779999999902,-14.3629332527142,0
801,1517481833,Sold,BTC,0.005,0.0,USDT,48.304749990000005,0.12076187,nan,0.02941779999999902,-8.05640603319587,0
802,1517482502,Sold,BTC,0.00524869,0.0,USDT,50.1249895,0.12531247,nan,0.02416910999999902,40.14345519359306,0
803,1517495805,Bought,BTC,0.01863,0.0,USDT,177.16944629,0.44292361,nan,0.042799109999999016,0,0
804,1517501355,Sold,BTC,0.018451,0.0,USDT,171.5943,0.42898575,nan,0.024348109999999017,136.83646587388827,0
805,1517513131,Bought,BTC,0.019146,0.0,USDT,172.955391,0.43238847,nan,0.04349410999999902,0,0
806,1517515256,Sold,BTC,0.019432,0.0,USDT,175.140616,0.43785154,nan,0.024062109999999016,138.5336947628431,0
807,1517516710,Bought,BTC,0.019298,0.0,USDT,174.64689999,0.43661724,nan,0.043360109999999015,0,0
808,1517517235,Sold,BTC,0.006777,0.0,USDT,62.01632996,0.15504082,nan,0.03658310999999902,-2.0406152846236907,0
809,1517588203,Bought,BTC,0.0078101,0.0,USDT,69.82229399,0.17455573,nan,0.04439320999999902,0,0
13,1517832350,WITHDRAWAL,LTC,-1.00144068,0.01,nan,0.0,0.0,LZcMPE3XdgBcu7Tym4Y7JeZLiBu5aNUnAR,0.04439320999999902,0,0
810,1517857962,Sold,BTC,0.020162,0.0,USDT,142.03217677,0.35508044,nan,0.024231209999999018,-32.86678608984981,0
811,1517861211,Bought,BTC,0.019176,0.0,USDT,135.08625244,0.33771563,nan,0.043407209999999016,0,0
812,1517904808,Sold,BTC,0.019695,0.0,USDT,121.78098438,0.30445246,nan,0.023712209999999016,-44.49947003839755,0
813,1517910716,Bought,BTC,0.018461,0.0,USDT,123.965615,0.30991403,nan,0.04217320999999902,0,0
814,1517921945,Sold,BTC,0.020955,0.0,USDT,142.494,0.356235,nan,0.021218209999999016,-10.701908543322276,0
815,1517922876,Bought,BTC,0.020088,0.0,USDT,140.01325457,0.35003313,nan,0.04130620999999902,0,0
816,1517932424,Sold,BTC,0.0223,0.0,USDT,162.36763259,0.40591908,nan,0.019006209999999017,9.661497893735444,0
817,1518004382,Sold,QRL,25.2148635,0.0,BTC,0.00410346,1.025e-05,nan,0.023099419999999017,0,0
818,1518004433,Sold,BTC,0.00243325,0.0,USDT,20.04998,0.05012495,nan,0.020666169999999016,2.4976380362767365,0
819,1518004651,Sold,BTC,0.00244244,0.0,USDT,20.04998996,0.05012497,nan,0.018223729999999015,2.4461606656833297,0
820,1518013476,Bought,BTC,0.023861,0.0,USDT,195.302285,0.48825571,nan,0.042084729999999015,0,0
821,1518127649,Sold,DOGE,5799.41860465,0.0,BTC,0.00313168,7.82e-06,nan,0.045208589999999015,0,0
822,1518127674,Sold,SYS,50.0,0.0,BTC,0.0031095,7.77e-06,nan,0.04831031999999901,0,0
823,1518127701,Sold,VRC,15.0,0.0,BTC,0.0015618,3.9e-06,nan,0.04986821999999901,0,0
824,1518127740,Sold,DTB,32.03069809,0.0,BTC,0.00262651,6.56e-06,nan,0.052488169999999015,0,0
825,1518127762,Sold,ADX,15.0,0.0,BTC,0.00203325,5.08e-06,nan,0.05451633999999902,0,0
826,1518127854,Sold,BAY,336.31153068,0.0,BTC,0.00277792,6.94e-06,nan,0.05728731999999902,0,0
827,1518127868,Sold,MORE,37.3259991,0.0,BTC,0.00344593,8.61e-06,nan,0.06072463999999902,0,0
828,1518173178,Sold,SEQ,68.79310345,0.0,BTC,0.00204728,5.11e-06,nan,0.06276680999999902,0,0
829,1518280254,Sold,BITS,30.949426,0.0,BTC,0.00477363,1.193e-05,nan,0.06752850999999901,0,0
830,1518434028,Sold,BTC,0.021198,0.0,USDT,187.125345,0.46781336,nan,0.04633050999999901,152.34675680594836,0
831,1518467253,Bought,ZCL,0.40814239,0.0,BTC,0.0049875,1.246e-05,nan,0.041330549999999015,0,0
832,1518467313,Bought,PIVX,7.39765648,0.0,BTC,0.00498727,1.246e-05,nan,0.036330819999999014,0,0
833,1518468684,Bought,XLM,113.71409029,0.0,BTC,0.0049875,1.246e-05,nan,0.03133085999999902,0,0
834,1518547375,Bought,DNT,492.83596838,0.0,BTC,0.0049875,1.246e-05,nan,0.02633089999999902,0,0
835,1518548459,Bought,SC,1840.40590406,0.0,BTC,0.00496909,1.242e-05,nan,0.021349389999999017,0,0
836,1518574744,Sold,DNT,292.83596838,0.0,BTC,0.00322119,8.05e-06,nan,0.024562529999999017,0,0
837,1518872716,Bought,BTC,0.017022,0.0,USDT,183.684402,0.459211,nan,0.041584529999999016,0,0
838,1518943917,Bought,VIA,15.85195309,0.0,BTC,0.00498734,1.246e-05,nan,0.03658472999999902,0,0
839,1518945364,Bought,ETC,1.0,0.0,BTC,0.0031157,7.78e-06,nan,0.03346124999999902,0,0
840,1518951073,Bought,LTC,0.23739973,0.0,BTC,0.00498748,1.246e-05,nan,0.028461309999999018,0,0
841,1519238152,Sold,BTC,0.01483,0.0,USDT,157.4946,0.3937365,nan,0.013631309999999019,127.44271376045202,0
14,1519684288,WITHDRAWAL,ZCL,-0.78638111,0.002,nan,0.0,0.0,t1bKy3vPFuDcK85LaSpKDWSQSALLMEx83sU,0.013631309999999019,0,0
842,1519826167,Bought,ZCL,0.15131836,0.0,BTC,0.00158581,3.96e-06,nan,0.012041539999999018,0,0
843,1519826227,Sold,OMG,2.0,0.0,BTC,0.00373626,9.34e-06,nan,0.01576845999999902,0,0
844,1519826248,Sold,VIA,15.85195309,0.0,BTC,0.00368557,9.2e-06,nan,0.019444829999999018,0,0
845,1519826304,Sold,ETH,0.06161217,0.0,BTC,0.00507666,1.269e-05,nan,0.02450879999999902,0,0
846,1519826325,Sold,PIVX,2.87511527,0.0,BTC,0.00147752,3.69e-06,nan,0.025982629999999018,0,0
847,1519826337,Sold,PIVX,4.52254121,0.0,BTC,0.00229021,5.72e-06,nan,0.028267119999999018,0,0
848,1519826384,Bought,ZCL,0.60317728,0.0,BTC,0.0062319299999999,1.557e-05,nan,0.022019619999999115,0,0
849,1519826462,Sold,DNT,200.0,0.0,BTC,0.0014039999999999,3.51e-06,nan,0.023420109999999016,0,0
850,1519826478,Sold,SC,1840.40590406,0.0,BTC,0.0036071899999999,9.01e-06,nan,0.027018289999998914,0,0
851,1519826505,Sold,EMC2,79.38086901,0.0,BTC,0.00217821,5.44e-06,nan,0.029191059999998915,0,0
852,1519830270,Bought,ZCL,0.75619041,0.0,BTC,0.00715356,1.788e-05,nan,0.022019619999998914,0,0
853,1519838142,Bought,ZCL,2.49375,0.0,BTC,0.0049875,1.246e-05,nan,0.017019659999998916,0,0
854,1519838576,Sold,ZCL,1.67083333,0.0,BTC,0.00501249,1.253e-05,nan,0.022019619999998914,0,0
855,1519840635,Sold,ZCL,0.91136087,0.0,BTC,0.00300749,7.51e-06,nan,0.025019599999998914,0,0
856,1519841776,Sold,ZCL,1.42224185,0.0,BTC,0.00455994,1.139e-05,nan,0.029568149999998912,0,0
857,1520196337,Sold,ETC,1.0,0.0,BTC,0.00252134,6.3e-06,nan,0.032083189999998915,0,0
858,1520196401,Bought,BTC,0.0062065,0.0,USDT,71.188555,0.17797138,nan,0.03828968999999892,0,0
859,1520441080,Bought,BTC,0.008748,0.0,USDT,87.93489591000001,0.21983723,nan,0.04703768999999892,0,0
860,1520444061,Bought,BTC,0.00223121,0.0,USDT,21.79113354,0.05447783,nan,0.049268899999998915,0,0
861,1520795913,Sold,BTC,0.005455,0.0,USDT,52.368,0.13092,nan,0.04381389999999891,42.4252795380389,0
862,1520943224,Bought,BTC,0.004682,0.0,USDT,41.78685,0.10446712,nan,0.04849589999999891,0,0
863,1521276522,Sold,SIGNA,1532.29549587,0.0,BTC,0.00389203,9.73e-06,nan,0.05237819999999891,0,0
864,1521653355,Sold,ETH,0.12168278,0.0,BTC,0.00760516,1.9e-05,nan,0.05996435999999891,0,0
865,1522232996,Sold,LTC,0.23739973,0.0,BTC,0.00408921,1.022e-05,nan,0.06404334999999892,0,0
866,1522683651,Sold,NEO,0.22454716,0.0,BTC,0.00157856,3.94e-06,nan,0.06561796999999892,0,0
867,1522683885,Sold,XLM,113.71409029,0.0,BTC,0.0034910199999999,8.72e-06,nan,0.06910026999999881,0,0
868,1522684558,Bought,XMR,0.11640748,0.0,BTC,0.00299249,7.48e-06,nan,0.06610029999999881,0,0
869,1522686800,Bought,ETH,0.1,0.0,BTC,0.0055299999999999,1.382e-05,nan,0.060556479999998906,0,0
15,1522687264,WITHDRAWAL,ETH,-0.094,0.006,nan,0.0,0.0,0xDa9304a2267cA8AE1405D13CD80e98E8B70Fc49B,0.060556479999998906,0,0
870,1523607800,Sold,XMR,0.14318737,0.0,BTC,0.00345209,8.63e-06,nan,0.06399993999999891,0,0
16,1535991013,DEPOSIT,DASH,0.01295221,nan,nan,0.0,0.0,Xswn8AP81GwFd8qA9E8YkjJV6X9U6Pxh1f,0.06399993999999891,0,0
871,1537381324,Bought,DASH,0.0546898,0.0,USDT,10.32004769,0.02580011,nan,0.06399993999999891,0,0
872,1537381382,Sold,DASH,0.06764201,0.0,BTC,0.00200826,5.02e-06,nan,0.06600317999999891,0,0
17,1537381711,WITHDRAWAL,BTC,-0.05348361,0.0005,nan,0.0,0.0,1CXrREtFy9z6LppYBjwUamfHwYBdwnxD26,0.01201956999999891,0,0
18,1704506254,WITHDRAWAL,USDT,-6.525e-05,nan,nan,0.0,0.0,MAINTENANCE-FEE-20240105,0.01201956999999891,0,0
